,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
16948,13900,2006,chevrolet silverado 1500,excellent,8,gas,152000,automatic,truck,white,1,2018-12-11,3
16949,14900,1996,ford f-150,excellent,8,gas,87808,automatic,pickup,white,1,2018-10-11,3
16950,3400,1992,jeep wrangler,good,8,gas,110000,automatic,offroad,green,1,2018-07-03,91
16951,6490,2008,chevrolet trailblazer,excellent,6,gas,121843,automatic,SUV,black,1,2018-05-24,35
16952,4295,2007,toyota camry,excellent,4,gas,130000,automatic,sedan,white,0,2018-09-04,75
16953,5990,2006,toyota rav4,excellent,4,gas,169771,automatic,SUV,red,0,2018-05-06,23
16954,12500,2007,ford mustang,excellent,6,gas,79000,automatic,convertible,blue,0,2019-04-19,32
16955,23950,2005,chevrolet silverado,like new,8,gas,35000,automatic,truck,silver,1,2018-06-11,38
16956,21900,2008,chevrolet silverado 3500hd,excellent,8,diesel,120000,automatic,truck,white,1,2019-01-10,18
16957,15400,2017,ford fusion,excellent,4,gas,45048,automatic,sedan,grey,0,2018-08-23,9
16958,11900,2007,ford f-150,excellent,8,gas,73000,automatic,truck,custom,1,2018-10-02,9
16959,27950,2013,ford f150,excellent,8,gas,70600,automatic,truck,black,1,2018-07-02,32
16960,16950,2010,ford f150,like new,8,gas,163266,automatic,truck,silver,1,2019-03-04,65
16961,11900,2007,gmc yukon,excellent,8,gas,165000,automatic,SUV,black,1,2019-01-29,54
16962,19950,2013,chevrolet silverado,excellent,8,diesel,277103,automatic,truck,white,1,2019-03-31,43
16963,24500,2006,ram 2500,good,6,diesel,129500,automatic,truck,red,1,2019-01-31,3
16964,9495,2004,gmc sierra,good,8,gas,103000,automatic,pickup,grey,0,2019-02-18,62
16965,11995,2014,subaru forester,good,4,gas,104000,automatic,SUV,silver,1,2018-07-08,72
16966,25500,2009,gmc sierra,good,8,diesel,146000,automatic,pickup,grey,1,2018-11-01,43
16967,19995,2013,cadillac escalade,excellent,8,gas,101882,automatic,SUV,white,1,2019-04-01,21
16968,12377,2011,toyota sienna,excellent,6,gas,124394,automatic,mini-van,black,1,2018-10-24,6
16969,10999,2012,jeep grand cherokee,excellent,6,gas,122000,automatic,SUV,grey,1,2019-03-23,118
16970,2800,1999,ram 2500,fair,6,gas,105900,automatic,truck,black,1,2019-02-27,21
16971,18905,2012,gmc yukon,good,8,gas,83558,automatic,SUV,white,0,2019-02-26,71
16972,25901,2015,chevrolet suburban,good,8,gas,87257,automatic,SUV,black,0,2018-08-29,54
16973,7998,2008,honda accord,excellent,4,gas,122087,automatic,sedan,silver,0,2018-06-29,107
16974,6885,2006,ford f-150,good,8,gas,155191,automatic,truck,white,1,2019-01-16,25
16975,1900,2002,jeep grand cherokee,fair,6,gas,218135,automatic,SUV,blue,1,2018-12-16,46
16976,1400,2004,ford ranger,fair,4,gas,171474,manual,truck,white,0,2019-01-13,62
16977,3500,2007,toyota tacoma,good,4,gas,125000,automatic,truck,black,0,2018-05-14,18
16978,26733,2014,ram 2500,excellent,8,gas,50816,automatic,truck,red,1,2018-07-01,97
16979,25777,2016,gmc sierra 1500,excellent,8,gas,31918,automatic,truck,black,1,2019-03-04,86
16980,25977,2016,toyota tacoma,excellent,6,gas,71627,automatic,truck,white,1,2018-10-08,37
16981,4800,2007,honda odyssey,good,6,gas,148000,automatic,mini-van,blue,0,2018-09-27,20
16982,3990,2003,toyota camry,excellent,4,gas,157238,automatic,sedan,black,0,2018-12-06,16
16983,7900,2004,ram 1500,excellent,6,gas,45746,automatic,truck,white,0,2018-10-24,21
16984,2000,2001,chevrolet silverado,good,6,gas,210628,automatic,truck,white,0,2018-11-10,65
16985,4600,2007,honda accord,excellent,4,diesel,104123,automatic,sedan,blue,0,2018-07-27,29
16986,4395,2004,chevrolet impala,good,6,gas,74654,automatic,sedan,silver,0,2019-02-25,1
16987,3695,2000,jeep grand cherokee laredo,good,6,gas,94927,automatic,SUV,blue,1,2018-12-12,70
16988,6000,2006,ford mustang,excellent,8,gas,119913,manual,hatchback,black,0,2018-09-20,69
16989,20200,2018,nissan frontier crew cab sv,good,6,gas,49596,other,pickup,black,1,2019-02-28,87
16990,4500,2008,honda civic lx,excellent,4,gas,165700,automatic,sedan,silver,0,2018-07-10,21
16991,10000,2009,cadillac escalade,excellent,8,gas,120000,automatic,SUV,white,1,2019-02-17,111
16992,9999,2017,chevrolet malibu,like new,4,gas,30000,automatic,sedan,blue,0,2019-01-14,29
16993,37900,2016,ford f-250 sd,good,8,diesel,102195,automatic,truck,white,1,2019-03-20,32
16994,109999,2000,chevrolet corvette,new,8,gas,35,automatic,coupe,white,0,2018-09-07,74
16995,3500,2012,volkswagen jetta,good,4,gas,164000,automatic,sedan,black,0,2018-06-14,25
16996,2200,2006,hyundai sonata,good,6,gas,160000,automatic,sedan,grey,0,2018-10-06,30
16997,2300,2007,honda accord,good,6,gas,142000,automatic,sedan,black,0,2018-07-15,27
16998,24500,2016,jeep wrangler unlimited,excellent,6,gas,38000,automatic,SUV,grey,1,2018-11-09,18
16999,25500,2013,ram 3500,good,6,diesel,175245,automatic,truck,blue,1,2018-06-02,38
17000,18900,2007,gmc sierra 2500hd,good,8,diesel,162826,automatic,truck,black,1,2019-02-14,105
17001,12000,2015,nissan rogue,like new,4,gas,53000,automatic,SUV,grey,1,2018-10-12,3
17002,29900,2014,ram 2500,good,6,diesel,94323,automatic,truck,blue,1,2018-09-06,70
17003,52500,2012,chevrolet corvette,good,8,gas,2073,manual,coupe,black,0,2018-07-11,37
17004,1000,1999,toyota corolla,good,4,gas,104300,automatic,other,green,1,2019-03-26,38
17005,7888,2008,toyota corolla,excellent,4,gas,37069,automatic,sedan,silver,0,2018-05-13,13
17006,5500,2005,nissan frontier,excellent,6,gas,200,automatic,SUV,white,0,2019-03-22,29
17007,2800,2010,hyundai elantra,good,4,gas,169112,automatic,sedan,black,0,2018-12-22,58
17008,3999,2006,hyundai santa fe,excellent,6,gas,158882,automatic,SUV,silver,0,2019-02-21,65
17009,5500,2006,ford f-150,excellent,8,gas,68266,automatic,truck,silver,0,2019-01-15,16
17010,2999,2008,ford focus,excellent,4,gas,154523,automatic,sedan,silver,0,2018-06-10,42
17011,7400,2009,toyota tacoma,excellent,4,gas,147000,automatic,pickup,white,0,2018-05-30,132
17012,8499,2011,acura tl,excellent,6,gas,141000,automatic,sedan,grey,1,2019-03-04,23
17013,8499,2010,chevrolet silverado 1500,excellent,8,gas,177000,automatic,pickup,red,1,2019-01-10,11
17014,9699,2010,ford f-150,excellent,8,gas,181000,automatic,pickup,blue,1,2018-08-17,57
17015,18500,2008,chevrolet silverado 2500hd,good,8,diesel,155000,automatic,truck,red,1,2019-03-02,46
17016,10800,2004,chevrolet silverado,good,8,gas,141560,automatic,pickup,black,0,2019-01-02,57
17017,4500,2010,volkswagen jetta,excellent,4,gas,136296,automatic,sedan,red,0,2019-01-09,51
17018,2900,2007,honda civic,good,4,gas,150000,automatic,sedan,grey,0,2018-11-11,37
17019,7600,2010,ford edge,like new,6,gas,103000,automatic,SUV,grey,1,2018-09-27,37
17020,11500,1978,chevrolet corvette,good,8,gas,57000,automatic,coupe,silver,0,2019-03-15,13
17021,5500,2013,volkswagen passat,good,5,gas,151332,automatic,sedan,white,0,2018-12-22,24
17022,4900,2012,chevrolet traverse,good,6,gas,195000,automatic,SUV,blue,0,2018-11-07,17
17023,8500,2015,nissan rogue,good,4,gas,66003,automatic,SUV,white,0,2018-11-23,74
17024,7800,2014,chevrolet cruze,excellent,4,gas,66718,automatic,sedan,red,0,2019-02-10,54
17025,1195,1997,toyota camry,good,4,gas,200000,automatic,sedan,green,0,2018-10-20,22
17026,22500,2012,ford f-250 super duty,good,8,diesel,153000,automatic,truck,white,1,2018-05-31,15
17027,2495,2006,ford f150,good,8,gas,275000,automatic,pickup,white,0,2018-09-06,49
17028,1000,2004,ford ranger,good,6,gas,215000,automatic,pickup,white,0,2019-01-07,34
17029,14500,2009,gmc sierra,good,8,gas,103000,automatic,truck,black,1,2018-08-04,72
17030,2800,2007,honda accord,good,4,gas,131000,automatic,sedan,blue,0,2018-11-15,33
17031,3800,2006,ford fusion,excellent,6,gas,72767,automatic,sedan,blue,0,2018-10-11,35
17032,12995,2015,kia sorento,excellent,4,gas,61861,automatic,SUV,silver,0,2018-09-15,8
17033,13900,2001,chevrolet corvette,excellent,8,gas,30900,manual,convertible,blue,0,2018-11-18,65
17034,1200,2002,chevrolet trailblazer,fair,6,gas,145000,automatic,SUV,black,0,2018-11-05,41
17035,3500,2003,chevrolet silverado,fair,8,gas,135500,automatic,pickup,white,0,2019-04-06,36
17036,21400,2013,ford f150 supercrew cab xlt,good,6,gas,89987,other,pickup,black,1,2019-04-09,11
17037,11905,2008,gmc sierra 1500,good,8,gas,146676,automatic,truck,blue,0,2018-11-15,120
17038,13905,2007,toyota tundra,good,8,gas,101620,automatic,truck,red,0,2019-01-17,50
17039,12905,2009,chevrolet tahoe,good,8,gas,118608,automatic,SUV,silver,0,2019-02-18,5
17040,19905,2011,ford f-150,good,6,gas,83633,automatic,truck,white,0,2019-01-07,14
17041,7905,2014,nissan versa,good,4,gas,55172,automatic,sedan,silver,0,2018-07-08,23
17042,14905,2015,buick enclave,good,6,gas,103408,automatic,SUV,silver,0,2018-08-13,54
17043,15905,2006,toyota tacoma,good,6,gas,148951,automatic,truck,blue,1,2018-10-15,38
17044,8905,2009,toyota rav4,good,4,gas,123560,automatic,SUV,silver,0,2018-08-25,35
17045,14988,2010,chevrolet silverado 1500,good,8,gas,120000,automatic,truck,silver,0,2019-04-15,18
17046,12988,2016,kia soul,good,4,gas,93324,automatic,wagon,white,0,2018-09-11,41
17047,1850,2005,gmc sierra 1500,good,6,gas,193000,automatic,truck,white,0,2018-05-27,76
17048,5995,2007,hyundai santa fe,like new,6,gas,198333,automatic,SUV,grey,0,2018-07-08,47
17049,8905,2012,volkswagen jetta,good,4,gas,87340,automatic,sedan,white,0,2018-06-21,80
17050,5905,2010,toyota corolla,good,4,gas,152876,automatic,sedan,white,0,2018-09-03,52
17051,10988,2016,ford focus,good,4,gas,55794,automatic,sedan,red,0,2018-08-02,27
17052,14900,2014,jeep grand cherokee,like new,6,gas,73000,automatic,SUV,black,1,2018-11-10,23
17053,14995,2014,volkswagen passat,excellent,4,diesel,30231,automatic,sedan,black,0,2018-11-04,7
17054,15900,2011,gmc sierra 1500,excellent,8,gas,157000,automatic,truck,grey,1,2018-06-02,29
17055,2800,2004,honda civic,good,4,gas,167,automatic,sedan,white,0,2018-11-13,29
17056,23795,2014,chevrolet silverado 1500,excellent,8,gas,73545,automatic,truck,white,1,2018-06-30,59
17057,25900,2017,ford f-250,excellent,8,gas,109366,automatic,pickup,red,1,2018-08-23,31
17058,17800,2014,chevrolet camaro lt coupe 2d,good,6,gas,35896,automatic,coupe,silver,0,2018-10-25,48
17059,3750,2005,toyota camry,excellent,4,gas,130000,automatic,sedan,white,0,2019-02-25,34
17060,26999,2012,ford f350,excellent,8,diesel,153322,automatic,pickup,white,1,2019-02-22,34
17061,35999,2016,chevrolet silverado 2500hd,excellent,8,diesel,144537,automatic,pickup,white,1,2019-01-16,6
17062,9377,2014,kia soul,excellent,4,gas,53747,automatic,SUV,black,0,2019-02-25,25
17063,2900,2005,ford expedition,good,8,gas,150000,automatic,SUV,blue,1,2019-03-17,77
17064,14495,2011,chevrolet silverado 1500,excellent,8,gas,120568,automatic,truck,grey,1,2018-10-04,23
17065,7995,2010,ford escape,excellent,4,gas,93244,automatic,wagon,blue,1,2018-10-16,43
17066,10995,2008,chevrolet silverado 1500,excellent,8,gas,134806,automatic,truck,red,1,2018-10-14,43
17067,11995,2012,ford explorer,excellent,6,gas,121467,automatic,wagon,black,1,2018-12-17,56
17068,14995,2011,chevrolet silverado 1500,excellent,8,gas,125051,automatic,truck,black,1,2019-04-08,42
17069,16995,2013,gmc sierra 1500,excellent,8,gas,103950,automatic,truck,silver,1,2018-09-13,55
17070,14995,2011,chevrolet camaro,excellent,6,gas,41283,automatic,coupe,red,0,2018-09-10,14
17071,10995,2010,honda cr-v,excellent,4,gas,84162,automatic,wagon,white,0,2019-01-13,18
17072,14995,2012,chevrolet silverado 1500,excellent,8,gas,129997,automatic,truck,red,1,2018-06-28,26
17073,17995,2014,ford f-150,excellent,8,gas,89426,automatic,truck,white,1,2018-07-21,22
17074,3750,2000,gmc sierra 1500,good,8,gas,220000,automatic,pickup,white,0,2018-05-23,28
17075,28562,2018,gmc sierra 1500,excellent,8,gas,12800,automatic,pickup,black,1,2019-03-11,1
17076,32969,2018,ford edge,excellent,4,gas,4837,automatic,SUV,white,1,2018-11-03,37
17077,6400,2014,chevrolet malibu,like new,4,gas,88447,automatic,sedan,custom,0,2018-07-07,69
17078,3795,2011,hyundai sonata,good,4,gas,174000,automatic,sedan,blue,0,2018-09-16,46
17079,22900,2014,ford f150 supercrew cab xlt,good,6,gas,51676,automatic,pickup,white,1,2019-03-31,47
17080,5700,2012,dodge grand caravan,good,6,gas,109298,automatic,van,brown,0,2018-08-30,9
17081,6500,2012,ford fusion,excellent,4,gas,90000,automatic,sedan,silver,0,2018-12-17,72
17082,7000,2010,chevrolet malibu,excellent,4,gas,73000,automatic,sedan,white,0,2018-08-06,96
17083,6200,2012,ford fusion,excellent,4,gas,85179,automatic,sedan,white,0,2018-05-19,35
17084,7500,2012,ford fusion,excellent,6,gas,68000,automatic,sedan,black,0,2019-03-23,46
17085,6900,2012,ford fusion,excellent,6,gas,99507,automatic,sedan,silver,0,2018-05-30,47
17086,6400,2007,jeep liberty,good,6,gas,124562,automatic,wagon,silver,1,2018-08-14,8
17087,6000,2005,chevrolet silverado,good,8,gas,150000,automatic,truck,white,0,2018-05-30,139
17088,7500,2011,buick enclave,good,6,gas,163000,automatic,SUV,blue,1,2018-09-17,9
17089,950,2004,honda civic,fair,4,gas,215000,automatic,sedan,grey,0,2019-03-09,23
17090,4500,2008,honda accord,like new,6,gas,137000,automatic,sedan,grey,0,2018-07-17,91
17091,26500,2017,ford mustang,excellent,8,gas,88345,manual,coupe,red,0,2018-12-15,72
17092,14995,2013,chevrolet tahoe,excellent,8,gas,163000,automatic,SUV,brown,1,2019-02-25,30
17093,8750,2007,honda cr-v,excellent,4,gas,116000,automatic,SUV,green,1,2018-08-27,32
17094,12900,2004,jeep wrangler,excellent,6,gas,96000,other,SUV,black,1,2018-05-04,8
17095,29900,2013,chevrolet silverado 3500hd,excellent,8,diesel,120000,automatic,truck,black,1,2018-07-07,49
17096,6995,2010,ford explorer,good,6,gas,129995,automatic,SUV,white,1,2019-03-01,23
17097,8000,1996,ford f350,good,8,diesel,130000,automatic,truck,blue,0,2019-02-14,10
17098,900,2002,ford taurus,fair,6,gas,189000,automatic,sedan,grey,0,2019-04-12,73
17099,8750,2011,toyota rav4,good,4,gas,118000,automatic,SUV,black,1,2018-08-13,31
17100,4995,2008,dodge grand caravan,good,6,gas,145738,automatic,mini-van,white,0,2019-03-15,33
17101,13500,2012,chrysler town & country,excellent,6,gas,102000,automatic,mini-van,blue,0,2018-11-25,18
17102,5850,2010,toyota corolla,excellent,4,gas,164898,automatic,sedan,blue,0,2019-02-08,13
17103,2500,2004,jeep grand cherokee,good,6,gas,149000,automatic,SUV,silver,0,2018-09-01,29
17104,9990,2011,ford f-150,good,8,gas,121000,automatic,truck,silver,1,2019-03-03,33
17105,8999,2008,honda accord,excellent,4,gas,131000,automatic,sedan,brown,0,2019-01-13,22
17106,7000,2001,gmc sierra 1500,good,8,gas,117000,automatic,truck,grey,1,2018-08-15,63
17107,1995,1999,chevrolet suburban,fair,8,gas,247835,automatic,SUV,white,1,2019-01-25,30
17108,3995,2008,chevrolet trailblazer,good,6,gas,183911,automatic,SUV,grey,1,2018-11-09,41
17109,6995,2008,ford explorer,good,6,gas,109955,automatic,SUV,black,1,2018-08-26,88
17110,5900,2012,ford escape,good,4,gas,142998,automatic,SUV,blue,0,2019-03-07,36
17111,5995,2014,kia soul,good,4,gas,140045,automatic,sedan,black,0,2018-06-06,48
17112,6995,2010,honda odyssey,good,6,gas,148000,automatic,mini-van,black,0,2019-03-26,10
17113,2995,2008,chevrolet impala,good,6,gas,186848,automatic,sedan,white,0,2018-10-09,42
17114,4995,2006,nissan frontier,good,6,gas,168511,automatic,pickup,black,1,2018-12-30,49
17115,6600,2012,ford fusion,good,4,hybrid,99262,automatic,sedan,silver,0,2018-11-05,41
17116,4900,2005,ram 1500,excellent,8,gas,154000,automatic,truck,white,1,2019-01-11,10
17117,5695,2006,toyota rav4,good,4,gas,173275,automatic,SUV,white,0,2018-06-04,107
17118,4000,2009,nissan sentra,like new,4,gas,110000,automatic,sedan,blue,0,2018-11-06,14
17119,14499,2018,ford fusion,excellent,4,gas,55793,automatic,sedan,blue,0,2018-12-29,20
17120,4000,2008,chrysler 300,excellent,6,gas,103000,automatic,sedan,white,0,2018-12-26,135
17121,3700,2008,ford escape,like new,6,gas,106000,automatic,SUV,green,0,2018-07-27,25
17122,21999,2015,nissan frontier,excellent,6,gas,105252,automatic,truck,black,1,2019-03-18,9
17123,14700,2015,chevrolet impala,excellent,6,gas,43960,automatic,sedan,blue,0,2018-06-12,4
17124,9988,2008,chevrolet silverado,good,8,diesel,214053,automatic,pickup,red,0,2018-12-30,56
17125,25950,2011,ford f150,excellent,8,gas,140096,automatic,truck,white,1,2018-08-08,39
17126,37950,2018,ford f250,excellent,8,diesel,82487,automatic,truck,white,1,2018-06-17,2
17127,24950,2006,ram 2500,excellent,6,diesel,112804,automatic,truck,red,1,2018-09-20,123
17128,6900,1979,chevrolet corvette,excellent,8,gas,101,automatic,coupe,white,0,2018-07-04,29
17129,9500,2016,volkswagen passat,like new,4,gas,139850,automatic,sedan,white,0,2018-11-23,107
17130,3995,2002,chevrolet tahoe,good,8,gas,170801,automatic,SUV,silver,1,2018-11-10,41
17131,8999,2012,chevrolet traverse,excellent,6,gas,123123,automatic,SUV,white,1,2018-06-20,107
17132,15905,2013,hyundai santa fe,good,6,gas,71230,automatic,SUV,black,1,2019-01-28,45
17133,19500,2011,chrysler town & country,excellent,6,gas,116400,automatic,van,blue,0,2018-10-15,63
17134,16500,2006,ram 3500,good,6,diesel,225000,automatic,truck,black,1,2018-05-13,26
17135,14905,2015,buick enclave,good,6,gas,113728,automatic,SUV,silver,0,2018-12-31,89
17136,5500,2000,honda civic,like new,4,gas,190000,manual,coupe,red,0,2018-08-15,17
17137,13905,2007,toyota tundra,good,8,gas,101620,automatic,truck,red,0,2018-06-25,32
17138,14200,2014,chevrolet silverado,good,8,gas,166000,automatic,pickup,red,1,2018-07-02,21
17139,2300,2005,chevrolet trailblazer,good,6,gas,156000,automatic,SUV,silver,1,2018-12-02,13
17140,13905,2007,chevrolet silverado 1500,good,8,gas,141435,automatic,truck,white,0,2018-06-13,9
17141,3995,2007,chevrolet impala,good,6,gas,120946,automatic,sedan,red,0,2019-03-10,23
17142,11995,2016,dodge grand caravan,good,6,gas,109298,automatic,mini-van,white,0,2018-05-02,42
17143,13500,2014,ford edge,excellent,6,gas,103000,automatic,SUV,black,1,2018-05-20,100
17144,21300,2016,ram 1500,excellent,8,gas,61191,automatic,truck,white,1,2019-03-27,21
17145,13499,2015,nissan frontier,excellent,6,gas,135042,automatic,truck,white,1,2018-11-07,23
17146,17999,2017,toyota rav4,excellent,4,gas,56970,automatic,SUV,blue,1,2018-05-12,24
17147,15350,2017,dodge grand caravan,excellent,6,gas,61459,automatic,mini-van,white,0,2019-01-24,49
17148,12733,2016,honda civic,excellent,4,gas,80899,automatic,sedan,silver,0,2018-09-21,29
17149,7995,2011,ford f-150,good,8,gas,152159,automatic,pickup,white,1,2018-09-07,86
17150,2500,2000,ford ranger,good,6,gas,174999,automatic,pickup,blue,0,2018-08-17,21
17151,5600,2012,chrysler 200,good,6,gas,94000,automatic,convertible,grey,0,2018-09-29,29
17152,4388,2008,ford fusion,excellent,4,gas,92340,automatic,sedan,black,0,2019-03-08,57
17153,9600,2013,kia sorento,excellent,6,gas,103186,automatic,SUV,white,0,2018-11-11,17
17154,23500,1982,chevrolet corvette,excellent,8,gas,12816,automatic,hatchback,silver,0,2018-05-22,50
17155,3500,2002,toyota camry,excellent,4,gas,116946,automatic,sedan,brown,0,2019-01-02,48
17156,12905,2013,toyota camry,good,6,gas,59052,automatic,sedan,black,0,2019-02-12,42
17157,8905,2012,volkswagen jetta,good,4,gas,87340,automatic,sedan,white,0,2018-09-03,13
17158,5905,2010,toyota corolla,good,4,gas,152876,automatic,sedan,white,0,2018-11-12,49
17159,14988,2010,chevrolet silverado 1500,good,8,gas,103588,automatic,truck,silver,0,2019-03-25,12
17160,10988,2016,ford focus,good,4,gas,55794,automatic,sedan,red,0,2018-08-28,58
17161,18905,2012,gmc yukon,good,8,gas,83558,automatic,SUV,white,0,2018-06-07,88
17162,4995,2013,hyundai sonata,excellent,4,gas,77380,automatic,sedan,silver,0,2018-07-31,1
17163,19905,2017,ford f-150,good,6,gas,83633,automatic,truck,white,0,2018-11-15,100
17164,16905,2011,gmc acadia,good,6,gas,106578,automatic,SUV,black,1,2018-10-03,41
17165,3500,1993,jeep wrangler,fair,4,gas,200000,manual,SUV,red,1,2018-11-07,22
17166,25901,2015,chevrolet suburban,good,8,gas,87257,automatic,SUV,black,0,2019-03-13,38
17167,1,2014,jeep wrangler,excellent,10,gas,84902,other,SUV,custom,1,2019-01-15,24
17168,22900,1997,ford f-250,excellent,8,diesel,90917,automatic,truck,white,1,2018-06-01,41
17169,1500,2002,toyota corolla,good,4,gas,345,automatic,sedan,silver,0,2019-01-16,33
17170,1,2018,ram 3500,excellent,10,gas,8530,other,truck,white,1,2018-09-25,24
17171,1,2016,chevrolet camaro,excellent,10,gas,48223,other,coupe,silver,1,2019-02-21,48
17172,1995,2001,ford expedition,good,8,gas,150000,automatic,SUV,black,1,2018-12-05,61
17173,1,2018,dodge charger,excellent,10,gas,13046,other,sedan,white,1,2018-11-05,43
17174,5495,2000,toyota tundra,good,8,gas,232090,automatic,truck,blue,0,2018-06-27,34
17175,3995,2009,dodge grand caravan,like new,6,gas,130000,automatic,mini-van,black,0,2018-10-07,69
17176,13814,2017,chevrolet cruze,excellent,4,gas,87605,automatic,sedan,black,0,2018-11-10,30
17177,5995,2007,toyota camry,like new,4,gas,126060,automatic,sedan,white,0,2018-05-16,39
17178,6200,2007,ford f-150,fair,8,gas,70500,automatic,truck,custom,1,2018-05-22,10
17179,1,2016,ford mustang,excellent,10,gas,15519,manual,coupe,grey,1,2018-08-04,24
17180,1,2018,chevrolet suburban,excellent,8,gas,16931,automatic,SUV,black,1,2018-09-20,47
17181,30700,2016,chevrolet silverado 1500 crew,good,8,gas,26353,other,pickup,white,1,2018-11-21,36
17182,10995,2007,ford f250 super duty,excellent,8,diesel,238000,automatic,pickup,blue,1,2019-04-14,10
17183,7245,2011,ford escape,excellent,4,gas,92201,automatic,SUV,white,0,2019-02-08,36
17184,5499,2008,chevrolet colorado,excellent,5,gas,133800,automatic,pickup,brown,1,2018-11-21,42
17185,14325,2015,jeep cherokee,excellent,6,gas,75942,automatic,SUV,black,1,2019-04-06,28
17186,11000,2011,chevrolet silverado,good,8,gas,119578,automatic,pickup,red,1,2018-08-25,40
17187,6000,2009,honda civic,excellent,4,gas,200000,manual,sedan,silver,0,2018-12-27,18
17188,1,2011,ram 3500,excellent,6,gas,78033,automatic,truck,black,1,2018-05-01,31
17189,7900,2012,jeep liberty,excellent,6,gas,106129,automatic,SUV,white,0,2019-02-09,35
17190,27500,2017,ram 1500,like new,8,gas,41000,automatic,pickup,grey,1,2019-03-05,31
17191,7950,2013,chrysler 200,excellent,6,gas,72025,automatic,sedan,blue,0,2019-03-17,63
17192,2995,2006,toyota corolla,excellent,4,gas,104300,automatic,sedan,black,0,2018-07-28,35
17193,7500,2008,jeep wrangler,good,6,gas,162000,manual,SUV,black,1,2018-08-27,84
17194,30495,2018,ford econoline,excellent,8,gas,33000,automatic,truck,white,0,2019-01-05,75
17195,11499,2010,ford f150,good,8,gas,123000,automatic,pickup,green,1,2019-04-19,16
17196,1800,2007,ford f-150,fair,8,gas,180000,automatic,truck,red,1,2018-06-17,46
17197,10985,2014,chevrolet traverse,excellent,6,gas,108898,automatic,SUV,white,1,2019-04-10,46
17198,2000,2007,ford mustang,good,6,gas,128000,automatic,coupe,silver,0,2018-08-07,43
17199,11485,2013,ford escape,excellent,4,gas,52680,automatic,SUV,green,1,2018-10-16,34
17200,5500,2007,toyota prius,like new,4,hybrid,111098,automatic,hatchback,black,0,2018-06-23,8
17201,16500,1999,ford f-250,excellent,8,diesel,137000,manual,pickup,white,1,2019-04-16,19
17202,2000,2001,chevrolet silverado,good,6,gas,113000,automatic,truck,silver,0,2018-10-05,66
17203,2000,1999,toyota camry,excellent,4,gas,202734,automatic,sedan,white,0,2018-06-18,34
17204,7500,2001,chevrolet silverado 1500,excellent,8,gas,180000,automatic,pickup,white,1,2018-10-13,21
17205,6500,2007,ford ranger,like new,4,gas,145000,automatic,pickup,white,0,2019-03-09,31
17206,6900,2010,toyota tacoma,like new,6,gas,236250,automatic,truck,black,0,2018-09-01,30
17207,5500,2006,ford ranger,good,6,gas,130000,automatic,truck,grey,1,2018-08-30,7
17208,5495,2000,toyota tundra,good,8,gas,232090,automatic,truck,blue,0,2019-03-14,67
17209,22900,2014,jeep wrangler,excellent,6,gas,99915,automatic,SUV,black,1,2018-07-31,39
17210,18000,1999,ford f-250,good,8,diesel,287000,automatic,truck,white,1,2019-02-06,31
17211,5299,2009,nissan maxima,excellent,6,gas,124000,automatic,sedan,black,0,2018-06-12,8
17212,4995,2009,volkswagen jetta,excellent,4,gas,86000,automatic,sedan,white,0,2018-10-31,38
17213,4500,2003,chevrolet suburban,good,8,gas,192391,automatic,SUV,black,0,2018-09-08,10
17214,9900,2008,ford f150,excellent,8,gas,123000,automatic,truck,blue,1,2018-12-02,16
17215,7700,2002,toyota tacoma,like new,4,gas,86129,automatic,pickup,red,0,2018-08-17,21
17216,4500,2003,chevrolet suburban,good,8,gas,192391,automatic,SUV,black,0,2018-06-17,6
17217,20900,2011,gmc sierra 2500hd,good,8,gas,112635,automatic,truck,silver,1,2018-07-07,38
17218,13998,2014,kia soul,excellent,4,gas,49172,automatic,SUV,brown,0,2018-07-15,28
17219,5995,2009,toyota camry,good,4,gas,152113,automatic,sedan,silver,0,2018-05-09,16
17220,4895,2003,hyundai santa fe,good,6,gas,140657,automatic,SUV,white,1,2018-05-08,24
17221,3600,2004,honda pilot,good,6,gas,110559,automatic,SUV,blue,1,2018-08-24,28
17222,5000,2006,chevrolet colorado,good,5,gas,231580,automatic,truck,silver,1,2019-04-10,77
17223,8850,2007,chevrolet trailblazer,good,6,gas,92134,automatic,SUV,silver,1,2018-10-22,24
17224,3800,2007,honda civic,good,4,hybrid,135000,automatic,sedan,blue,0,2018-10-05,27
17225,7500,2006,ford mustang,good,6,gas,102000,manual,coupe,silver,0,2018-06-14,57
17226,2887,1992,ford f350,fair,8,diesel,238235,automatic,pickup,red,1,2019-02-20,9
17227,2200,2011,gmc sierra 1500,good,8,gas,211000,manual,truck,white,1,2018-11-30,14
17228,7500,2005,ford f-150,good,8,gas,98000,automatic,pickup,blue,1,2018-05-17,43
17229,2000,1996,ford f-150,fair,8,gas,121928,manual,pickup,blue,0,2018-10-11,20
17230,8850,2008,ram 1500,excellent,8,gas,151243,automatic,pickup,silver,0,2018-09-29,18
17231,28990,2015,ford f-350 sd,good,8,diesel,112150,automatic,truck,white,1,2019-03-04,25
17232,13990,2005,toyota tundra,good,8,gas,66697,automatic,truck,white,1,2019-03-06,16
17233,15990,2012,ford f-250 sd,good,8,gas,113419,automatic,truck,white,1,2019-02-02,28
